arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,arch1,PS,runtime
IntelCorei77567U_LPDDR31866_3GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,LPDDR3,1866,2,IntelCorei77567U_LPDDR31866_3GB_qcif,qcif,28182
IntelCorei77567U_LPDDR31866_4GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,LPDDR3,1866,2,IntelCorei77567U_LPDDR31866_4GB_qcif,qcif,28182
IntelCorei77567U_LPDDR31866_6GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,LPDDR3,1866,2,IntelCorei77567U_LPDDR31866_6GB_qcif,qcif,28182
IntelCorei77567U_LPDDR31866_7GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,LPDDR3,1866,2,IntelCorei77567U_LPDDR31866_7GB_qcif,qcif,28182
IntelCorei77567U_DDR42133_2GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR4,2133,2,IntelCorei77567U_DDR42133_2GB_qcif,qcif,27766
IntelCorei77567U_DDR42133_3GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR4,2133,2,IntelCorei77567U_DDR42133_3GB_qcif,qcif,27766
IntelCorei77567U_DDR42133_4GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR4,2133,2,IntelCorei77567U_DDR42133_4GB_qcif,qcif,27766
IntelCorei77567U_DDR42133_6GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR4,2133,2,IntelCorei77567U_DDR42133_6GB_qcif,qcif,27766
IntelCorei77567U_DDR42133_7GB,3.5,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR4,2133,2,IntelCorei77567U_DDR42133_7GB_qcif,qcif,27766
IntelCorei77820HK_DDR31600_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,DDR3,1600,4,IntelCorei77820HK_DDR31600_2GB_qcif,qcif,34927
IntelCorei77820HK_DDR31600_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,DDR3,1600,4,IntelCorei77820HK_DDR31600_3GB_qcif,qcif,34927
IntelCorei77820HK_DDR31600_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,DDR3,1600,4,IntelCorei77820HK_DDR31600_4GB_qcif,qcif,34927
IntelCorei77820HK_DDR31600_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,DDR3,1600,4,IntelCorei77820HK_DDR31600_6GB_qcif,qcif,34927
IntelCorei77820HK_DDR31600_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,DDR3,1600,4,IntelCorei77820HK_DDR31600_7GB_qcif,qcif,34927
IntelCorei77820HK_LPDDR32133_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,LPDDR3,2133,4,IntelCorei77820HK_LPDDR32133_2GB_qcif,qcif,34072
IntelCorei77820HK_LPDDR32133_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,LPDDR3,2133,4,IntelCorei77820HK_LPDDR32133_3GB_qcif,qcif,34072
IntelCorei77820HK_LPDDR32133_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,LPDDR3,2133,4,IntelCorei77820HK_LPDDR32133_4GB_qcif,qcif,34072
IntelCorei77820HK_LPDDR32133_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,LPDDR3,2133,4,IntelCorei77820HK_LPDDR32133_6GB_qcif,qcif,34072
IntelCorei77820HK_LPDDR32133_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,LPDDR3,2133,4,IntelCorei77820HK_LPDDR32133_7GB_qcif,qcif,34072
IntelCorei77820HK_DDR42400_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,DDR4,2400,4,IntelCorei77820HK_DDR42400_2GB_qcif,qcif,33472
IntelCorei77820HK_DDR42400_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,DDR4,2400,4,IntelCorei77820HK_DDR42400_3GB_qcif,qcif,33472
IntelCorei77820HK_DDR42400_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,DDR4,2400,4,IntelCorei77820HK_DDR42400_4GB_qcif,qcif,33472
IntelCorei77820HK_DDR42400_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,DDR4,2400,4,IntelCorei77820HK_DDR42400_6GB_qcif,qcif,33472
IntelCorei77820HK_DDR42400_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,DDR4,2400,4,IntelCorei77820HK_DDR42400_7GB_qcif,qcif,33472
IntelCorei76822EQ_DDR31600_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,DDR3,1600,4,IntelCorei76822EQ_DDR31600_2GB_qcif,qcif,48781
IntelCorei76822EQ_DDR31600_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,DDR3,1600,4,IntelCorei76822EQ_DDR31600_3GB_qcif,qcif,48781
IntelCorei76822EQ_DDR31600_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,DDR3,1600,4,IntelCorei76822EQ_DDR31600_4GB_qcif,qcif,48781
IntelCorei76822EQ_DDR31600_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,DDR3,1600,4,IntelCorei76822EQ_DDR31600_6GB_qcif,qcif,48781
IntelCorei76822EQ_DDR31600_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,DDR3,1600,4,IntelCorei76822EQ_DDR31600_7GB_qcif,qcif,48781
IntelCorei76822EQ_LPDDR31866_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,LPDDR3,1866,4,IntelCorei76822EQ_LPDDR31866_2GB_qcif,qcif,49315
IntelCorei76822EQ_LPDDR31866_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,LPDDR3,1866,4,IntelCorei76822EQ_LPDDR31866_3GB_qcif,qcif,49315
IntelCorei76822EQ_LPDDR31866_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,LPDDR3,1866,4,IntelCorei76822EQ_LPDDR31866_4GB_qcif,qcif,49315
IntelCorei76822EQ_LPDDR31866_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,LPDDR3,1866,4,IntelCorei76822EQ_LPDDR31866_6GB_qcif,qcif,49315
IntelCorei76822EQ_LPDDR31866_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,LPDDR3,1866,4,IntelCorei76822EQ_LPDDR31866_7GB_qcif,qcif,49315
IntelCorei76822EQ_DDR42133_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,DDR4,2133,4,IntelCorei76822EQ_DDR42133_2GB_qcif,qcif,48695
IntelCorei76822EQ_DDR42133_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,DDR4,2133,4,IntelCorei76822EQ_DDR42133_3GB_qcif,qcif,48695
IntelCorei76822EQ_DDR42133_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,DDR4,2133,4,IntelCorei76822EQ_DDR42133_4GB_qcif,qcif,48695
IntelCorei76822EQ_DDR42133_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,DDR4,2133,4,IntelCorei76822EQ_DDR42133_6GB_qcif,qcif,48695
IntelCorei76822EQ_DDR42133_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,DDR4,2133,4,IntelCorei76822EQ_DDR42133_7GB_qcif,qcif,48695
IntelCorei76820EQ_LPDDR31866_2GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,LPDDR3,1866,4,IntelCorei76820EQ_LPDDR31866_2GB_qcif,qcif,35168
IntelCorei76820EQ_LPDDR31866_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,LPDDR3,1866,4,IntelCorei76820EQ_LPDDR31866_3GB_qcif,qcif,35168
IntelCorei76820EQ_LPDDR31866_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,LPDDR3,1866,4,IntelCorei76820EQ_LPDDR31866_4GB_qcif,qcif,35168
IntelCorei76820EQ_LPDDR31866_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,LPDDR3,1866,4,IntelCorei76820EQ_LPDDR31866_6GB_qcif,qcif,35168
IntelCorei76820EQ_LPDDR31866_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,LPDDR3,1866,4,IntelCorei76820EQ_LPDDR31866_7GB_qcif,qcif,35168
IntelCorei76820EQ_DDR42133_2GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,DDR4,2133,4,IntelCorei76820EQ_DDR42133_2GB_qcif,qcif,35247
IntelCorei76820EQ_DDR42133_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,DDR4,2133,4,IntelCorei76820EQ_DDR42133_3GB_qcif,qcif,35247
IntelCorei76820EQ_DDR42133_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,DDR4,2133,4,IntelCorei76820EQ_DDR42133_4GB_qcif,qcif,35247
IntelCorei76820EQ_DDR42133_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,DDR4,2133,4,IntelCorei76820EQ_DDR42133_6GB_qcif,qcif,35247
IntelCorei76820EQ_DDR42133_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,DDR4,2133,4,IntelCorei76820EQ_DDR42133_7GB_qcif,qcif,35247
IntelCorei76700HQ_DDR31600_2GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR3,1600,4,IntelCorei76700HQ_DDR31600_2GB_qcif,qcif,37835
IntelCorei76700HQ_DDR31600_3GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR3,1600,4,IntelCorei76700HQ_DDR31600_3GB_qcif,qcif,37835
IntelCorei76700HQ_DDR31600_4GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR3,1600,4,IntelCorei76700HQ_DDR31600_4GB_qcif,qcif,37835
IntelCorei76700HQ_DDR31600_6GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR3,1600,4,IntelCorei76700HQ_DDR31600_6GB_qcif,qcif,37835
IntelCorei76700HQ_DDR31600_7GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR3,1600,4,IntelCorei76700HQ_DDR31600_7GB_qcif,qcif,37835
IntelCorei58350U_DDR42400_2GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2400,4,IntelCorei58350U_DDR42400_2GB_qcif,qcif,57052
IntelCorei58350U_DDR42400_3GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2400,4,IntelCorei58350U_DDR42400_3GB_qcif,qcif,57052
IntelCorei58350U_DDR42400_4GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2400,4,IntelCorei58350U_DDR42400_4GB_qcif,qcif,57052
IntelCorei58350U_DDR42400_6GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2400,4,IntelCorei58350U_DDR42400_6GB_qcif,qcif,57052
IntelCorei58350U_DDR42400_7GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2400,4,IntelCorei58350U_DDR42400_7GB_qcif,qcif,57052
IntelCorei58350U_LPDDR32133_2GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,2133,4,IntelCorei58350U_LPDDR32133_2GB_qcif,qcif,58881
IntelCorei58350U_LPDDR32133_3GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,2133,4,IntelCorei58350U_LPDDR32133_3GB_qcif,qcif,58881
IntelCorei58350U_LPDDR32133_4GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,2133,4,IntelCorei58350U_LPDDR32133_4GB_qcif,qcif,58881
IntelCorei58350U_LPDDR32133_6GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,2133,4,IntelCorei58350U_LPDDR32133_6GB_qcif,qcif,58881
IntelCorei58350U_LPDDR32133_7GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,2133,4,IntelCorei58350U_LPDDR32133_7GB_qcif,qcif,58881
IntelCorei57300U_DDR42133_2GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR4,2133,2,IntelCorei57300U_DDR42133_2GB_qcif,qcif,37840
IntelCorei57300U_DDR42133_3GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR4,2133,2,IntelCorei57300U_DDR42133_3GB_qcif,qcif,37840
IntelCorei57300U_DDR42133_4GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR4,2133,2,IntelCorei57300U_DDR42133_4GB_qcif,qcif,37840
IntelCorei57300U_DDR42133_6GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR4,2133,2,IntelCorei57300U_DDR42133_6GB_qcif,qcif,37840
IntelCorei57300U_DDR42133_7GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR4,2133,2,IntelCorei57300U_DDR42133_7GB_qcif,qcif,37840
IntelCorei57440EQ_DDR31600_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR3,1600,4,IntelCorei57440EQ_DDR31600_2GB_qcif,qcif,34927
IntelCorei57440EQ_DDR31600_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR3,1600,4,IntelCorei57440EQ_DDR31600_3GB_qcif,qcif,34927
IntelCorei57440EQ_DDR31600_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR3,1600,4,IntelCorei57440EQ_DDR31600_4GB_qcif,qcif,34927
IntelCorei57440EQ_DDR31600_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR3,1600,4,IntelCorei57440EQ_DDR31600_6GB_qcif,qcif,34927
IntelCorei57440EQ_DDR31600_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR3,1600,4,IntelCorei57440EQ_DDR31600_7GB_qcif,qcif,34927
IntelCorei57440EQ_DDR42400_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2400,4,IntelCorei57440EQ_DDR42400_2GB_qcif,qcif,33472
IntelCorei57440EQ_DDR42400_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2400,4,IntelCorei57440EQ_DDR42400_3GB_qcif,qcif,33472
IntelCorei57440EQ_DDR42400_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2400,4,IntelCorei57440EQ_DDR42400_4GB_qcif,qcif,33472
IntelCorei57440EQ_DDR42400_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2400,4,IntelCorei57440EQ_DDR42400_6GB_qcif,qcif,33472
IntelCorei57440EQ_DDR42400_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2400,4,IntelCorei57440EQ_DDR42400_7GB_qcif,qcif,33472
IntelCorei57300HQ_LPDDR32133_2GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,2133,4,IntelCorei57300HQ_LPDDR32133_2GB_qcif,qcif,40351
IntelCorei57300HQ_LPDDR32133_3GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,2133,4,IntelCorei57300HQ_LPDDR32133_3GB_qcif,qcif,40351
IntelCorei57300HQ_LPDDR32133_4GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,2133,4,IntelCorei57300HQ_LPDDR32133_4GB_qcif,qcif,40351
IntelCorei57300HQ_LPDDR32133_6GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,2133,4,IntelCorei57300HQ_LPDDR32133_6GB_qcif,qcif,40351
IntelCorei57300HQ_LPDDR32133_7GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,2133,4,IntelCorei57300HQ_LPDDR32133_7GB_qcif,qcif,40351
IntelCorei56360U_DDR31600_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR3,1600,2,IntelCorei56360U_DDR31600_2GB_qcif,qcif,48781
IntelCorei56360U_DDR31600_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR3,1600,2,IntelCorei56360U_DDR31600_3GB_qcif,qcif,48781
IntelCorei56360U_DDR31600_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR3,1600,2,IntelCorei56360U_DDR31600_4GB_qcif,qcif,48781
IntelCorei56360U_DDR31600_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR3,1600,2,IntelCorei56360U_DDR31600_6GB_qcif,qcif,48781
IntelCorei56360U_DDR31600_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR3,1600,2,IntelCorei56360U_DDR31600_7GB_qcif,qcif,48781
IntelCorei56360U_LPDDR32133_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,LPDDR3,2133,2,IntelCorei56360U_LPDDR32133_2GB_qcif,qcif,49315
IntelCorei56360U_LPDDR32133_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,LPDDR3,2133,2,IntelCorei56360U_LPDDR32133_3GB_qcif,qcif,49315
IntelCorei56360U_LPDDR32133_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,LPDDR3,2133,2,IntelCorei56360U_LPDDR32133_4GB_qcif,qcif,49315
IntelCorei56360U_LPDDR32133_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,LPDDR3,2133,2,IntelCorei56360U_LPDDR32133_6GB_qcif,qcif,49315
IntelCorei56360U_LPDDR32133_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,LPDDR3,2133,2,IntelCorei56360U_LPDDR32133_7GB_qcif,qcif,49315
IntelCorei56360U_DDR42133_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR4,2133,2,IntelCorei56360U_DDR42133_2GB_qcif,qcif,48695
IntelCorei56360U_DDR42133_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR4,2133,2,IntelCorei56360U_DDR42133_3GB_qcif,qcif,48695
IntelCorei56360U_DDR42133_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR4,2133,2,IntelCorei56360U_DDR42133_4GB_qcif,qcif,48695
IntelCorei56360U_DDR42133_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR4,2133,2,IntelCorei56360U_DDR42133_6GB_qcif,qcif,48695
IntelCorei56360U_DDR42133_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR4,2133,2,IntelCorei56360U_DDR42133_7GB_qcif,qcif,48695
IntelCorei56300U_LPDDR32133_2GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,LPDDR3,2133,2,IntelCorei56300U_LPDDR32133_2GB_qcif,qcif,40220
IntelCorei56300U_LPDDR32133_3GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,LPDDR3,2133,2,IntelCorei56300U_LPDDR32133_3GB_qcif,qcif,40220
IntelCorei56300U_LPDDR32133_4GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,LPDDR3,2133,2,IntelCorei56300U_LPDDR32133_4GB_qcif,qcif,40220
IntelCorei56300U_LPDDR32133_6GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,LPDDR3,2133,2,IntelCorei56300U_LPDDR32133_6GB_qcif,qcif,40220
IntelCorei56300U_LPDDR32133_7GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,LPDDR3,2133,2,IntelCorei56300U_LPDDR32133_7GB_qcif,qcif,40220
IntelCorei56442EQ_DDR31600_2GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR3,1600,4,IntelCorei56442EQ_DDR31600_2GB_qcif,qcif,52601
IntelCorei56442EQ_DDR31600_3GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR3,1600,4,IntelCorei56442EQ_DDR31600_3GB_qcif,qcif,52601
IntelCorei56442EQ_DDR31600_4GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR3,1600,4,IntelCorei56442EQ_DDR31600_4GB_qcif,qcif,52601
IntelCorei56442EQ_DDR31600_6GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR3,1600,4,IntelCorei56442EQ_DDR31600_6GB_qcif,qcif,52601
IntelCorei56442EQ_DDR31600_7GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR3,1600,4,IntelCorei56442EQ_DDR31600_7GB_qcif,qcif,52601
IntelCorei56442EQ_LPDDR31866_2GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,1866,4,IntelCorei56442EQ_LPDDR31866_2GB_qcif,qcif,51396
IntelCorei56442EQ_LPDDR31866_3GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,1866,4,IntelCorei56442EQ_LPDDR31866_3GB_qcif,qcif,51396
IntelCorei56442EQ_LPDDR31866_4GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,1866,4,IntelCorei56442EQ_LPDDR31866_4GB_qcif,qcif,51396
IntelCorei56442EQ_LPDDR31866_6GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,1866,4,IntelCorei56442EQ_LPDDR31866_6GB_qcif,qcif,51396
IntelCorei56442EQ_LPDDR31866_7GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,1866,4,IntelCorei56442EQ_LPDDR31866_7GB_qcif,qcif,51396
IntelCorei56442EQ_DDR42133_2GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2133,4,IntelCorei56442EQ_DDR42133_2GB_qcif,qcif,52513
IntelCorei56442EQ_DDR42133_3GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2133,4,IntelCorei56442EQ_DDR42133_3GB_qcif,qcif,52513
IntelCorei56442EQ_DDR42133_4GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2133,4,IntelCorei56442EQ_DDR42133_4GB_qcif,qcif,52513
IntelCorei56442EQ_DDR42133_6GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2133,4,IntelCorei56442EQ_DDR42133_6GB_qcif,qcif,52513
IntelCorei56442EQ_DDR42133_7GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2133,4,IntelCorei56442EQ_DDR42133_7GB_qcif,qcif,52513
IntelCorei56440EQ_LPDDR31866_2GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,1866,4,IntelCorei56440EQ_LPDDR31866_2GB_qcif,qcif,37085
IntelCorei56440EQ_LPDDR31866_3GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,1866,4,IntelCorei56440EQ_LPDDR31866_3GB_qcif,qcif,37085
IntelCorei56440EQ_LPDDR31866_4GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,1866,4,IntelCorei56440EQ_LPDDR31866_4GB_qcif,qcif,37085
IntelCorei56440EQ_LPDDR31866_6GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,1866,4,IntelCorei56440EQ_LPDDR31866_6GB_qcif,qcif,37085
IntelCorei56440EQ_LPDDR31866_7GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,1866,4,IntelCorei56440EQ_LPDDR31866_7GB_qcif,qcif,37085
IntelCorei56440EQ_DDR42133_2GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2133,4,IntelCorei56440EQ_DDR42133_2GB_qcif,qcif,36478
IntelCorei56440EQ_DDR42133_3GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2133,4,IntelCorei56440EQ_DDR42133_3GB_qcif,qcif,36478
IntelCorei56440EQ_DDR42133_4GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2133,4,IntelCorei56440EQ_DDR42133_4GB_qcif,qcif,36478
IntelCorei56440EQ_DDR42133_6GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2133,4,IntelCorei56440EQ_DDR42133_6GB_qcif,qcif,36478
IntelCorei56440EQ_DDR42133_7GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2133,4,IntelCorei56440EQ_DDR42133_7GB_qcif,qcif,36478
IntelCorei38130U_DDR42400_2GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR4,2400,2,IntelCorei38130U_DDR42400_2GB_qcif,qcif,45411
IntelCorei38130U_DDR42400_3GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR4,2400,2,IntelCorei38130U_DDR42400_3GB_qcif,qcif,45411
IntelCorei38130U_DDR42400_4GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR4,2400,2,IntelCorei38130U_DDR42400_4GB_qcif,qcif,45411
IntelCorei38130U_DDR42400_6GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR4,2400,2,IntelCorei38130U_DDR42400_6GB_qcif,qcif,45411
IntelCorei38130U_DDR42400_7GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR4,2400,2,IntelCorei38130U_DDR42400_7GB_qcif,qcif,45411
IntelCorei38130U_LPDDR32133_2GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,LPDDR3,2133,2,IntelCorei38130U_LPDDR32133_2GB_qcif,qcif,45618
IntelCorei38130U_LPDDR32133_3GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,LPDDR3,2133,2,IntelCorei38130U_LPDDR32133_3GB_qcif,qcif,45618
IntelCorei38130U_LPDDR32133_4GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,LPDDR3,2133,2,IntelCorei38130U_LPDDR32133_4GB_qcif,qcif,45618
IntelCorei38130U_LPDDR32133_6GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,LPDDR3,2133,2,IntelCorei38130U_LPDDR32133_6GB_qcif,qcif,45618
